hypothesis_id,canonical_title,required_data_field,requirement,availability,authority_or_derivation,coverage_scope,proxy_warning,level_1_effect
H08,Per-number ranking-loss model,portfolio_overlap,NOT_REQUIRED,AVAILABLE_DERIVABLE,Preserved native tickets plus exact portfolio-geometry authority,133/133 where tickets exist; derive strictly before target outcome,Geometry can remove a structural handicap but is not predictive evidence by itself.,NON_BLOCKING
H08,Per-number ranking-loss model,runtime_executable,OPTIONAL,UNAVAILABLE,The hypothesis-specific model/output does not exist,New model producer required,Historical source replay does not prove a forward runtime path.,NON_BLOCKING
H08,Per-number ranking-loss model,forward_adapter,OPTIONAL,UNAVAILABLE,No hypothesis-specific forward adapter exists,New model output and adapter required,Do not infer adapter readiness from historical replay.,NON_BLOCKING
H08,Per-number ranking-loss model,regime_descriptors,NOT_REQUIRED,PARTIAL_COVERAGE,Official causal regime analysis with four frozen axes,20 causal candidates across fixed axes/bands; not a per-133 complete join,Exploratory regime cells are multiplicity-exposed and not deployment proof.,NON_BLOCKING
H08,Per-number ranking-loss model,pair_structure,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,NON_BLOCKING
H08,Per-number ranking-loss model,triplet_structure,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,NON_BLOCKING
H08,Per-number ranking-loss model,temporal_transitions,NOT_REQUIRED,AVAILABLE_DERIVABLE,Strictly ordered draw history and FULL/750/300/50 windows,Causal expanding-window derivation available,Retrospective breakpoint or state placement would leak future information.,NON_BLOCKING
H08,Per-number ranking-loss model,actual_main_numbers,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H08,Per-number ranking-loss model,actual_special_number,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H08,Per-number ranking-loss model,eligible_draws,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H09,Predictive uncertainty / ensemble dispersion,strategy_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H09,Predictive uncertainty / ensemble dispersion,family,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H09,Predictive uncertainty / ensemble dispersion,draw_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H09,Predictive uncertainty / ensemble dispersion,target_cutoff,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H09,Predictive uncertainty / ensemble dispersion,native_tickets,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H09,Predictive uncertainty / ensemble dispersion,native_ticket_count,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H09,Predictive uncertainty / ensemble dispersion,hit_depth,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H09,Predictive uncertainty / ensemble dispersion,special_hit,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H09,Predictive uncertainty / ensemble dispersion,exact_baseline,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H09,Predictive uncertainty / ensemble dispersion,historical_delta,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H09,Predictive uncertainty / ensemble dispersion,window_metrics,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H09,Predictive uncertainty / ensemble dispersion,candidate_k,NOT_REQUIRED,PARTIAL_COVERAGE,Candidate-K direct matrix plus current-catalog capability map,7 direct matrix paths; 44 current portfolio identities lack canonical number aggregation; 82 are historical-only,"Candidate-K is not native ticket count, configuration count or internal rank.",NON_BLOCKING
H09,Predictive uncertainty / ensemble dispersion,internal_rank,OPTIONAL,AVAILABLE_PROXY_ONLY,A CURRENT_PORTFOLIO_VOTE_PROXY and C TRAILING_WINDOW_FREQUENCY_PROXY,Proxy layers only; no canonical internal rank for the 133,A/C proxies must not be relabeled as strategy-internal ranking.,NON_BLOCKING
H09,Predictive uncertainty / ensemble dispersion,number_level_score,NOT_REQUIRED,PARTIAL_COVERAGE,Seven direct Candidate-K paths or separately specified causal exposure reconstruction,Direct for 7; reconstruction needed elsewhere; 44 current portfolios have no canonical aggregation contract,Ticket position or exposure frequency is not automatically a number-level score.,NON_BLOCKING
H09,Predictive uncertainty / ensemble dispersion,probability_output,REQUIRED,UNAVAILABLE,No canonical calibrated probability-output authority was recovered,0/133 canonical calibrated probability vectors,"Scores, ranks and ticket inclusion frequencies are not calibrated probabilities.",REQUIRES_NEW_MODEL_OUTPUT
H09,Predictive uncertainty / ensemble dispersion,portfolio_overlap,REQUIRED,AVAILABLE_DERIVABLE,Preserved native tickets plus exact portfolio-geometry authority,133/133 where tickets exist; derive strictly before target outcome,Geometry can remove a structural handicap but is not predictive evidence by itself.,REQUIRES_BOUNDED_DERIVATION
H09,Predictive uncertainty / ensemble dispersion,runtime_executable,OPTIONAL,UNAVAILABLE,The hypothesis-specific model/output does not exist,New model producer required,Historical source replay does not prove a forward runtime path.,NON_BLOCKING
H09,Predictive uncertainty / ensemble dispersion,forward_adapter,OPTIONAL,UNAVAILABLE,No hypothesis-specific forward adapter exists,New model output and adapter required,Do not infer adapter readiness from historical replay.,NON_BLOCKING
H09,Predictive uncertainty / ensemble dispersion,regime_descriptors,NOT_REQUIRED,PARTIAL_COVERAGE,Official causal regime analysis with four frozen axes,20 causal candidates across fixed axes/bands; not a per-133 complete join,Exploratory regime cells are multiplicity-exposed and not deployment proof.,NON_BLOCKING
H09,Predictive uncertainty / ensemble dispersion,pair_structure,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,NON_BLOCKING
H09,Predictive uncertainty / ensemble dispersion,triplet_structure,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,NON_BLOCKING
H09,Predictive uncertainty / ensemble dispersion,temporal_transitions,NOT_REQUIRED,AVAILABLE_DERIVABLE,Strictly ordered draw history and FULL/750/300/50 windows,Causal expanding-window derivation available,Retrospective breakpoint or state placement would leak future information.,NON_BLOCKING
H09,Predictive uncertainty / ensemble dispersion,actual_main_numbers,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H09,Predictive uncertainty / ensemble dispersion,actual_special_number,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H09,Predictive uncertainty / ensemble dispersion,eligible_draws,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H11,Pair/triple interaction residual after marginal number scores,strategy_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H11,Pair/triple interaction residual after marginal number scores,family,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H11,Pair/triple interaction residual after marginal number scores,draw_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H11,Pair/triple interaction residual after marginal number scores,target_cutoff,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H11,Pair/triple interaction residual after marginal number scores,native_tickets,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H11,Pair/triple interaction residual after marginal number scores,native_ticket_count,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H11,Pair/triple interaction residual after marginal number scores,hit_depth,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H11,Pair/triple interaction residual after marginal number scores,special_hit,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H11,Pair/triple interaction residual after marginal number scores,exact_baseline,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H11,Pair/triple interaction residual after marginal number scores,historical_delta,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H11,Pair/triple interaction residual after marginal number scores,window_metrics,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H11,Pair/triple interaction residual after marginal number scores,candidate_k,REQUIRED,PARTIAL_COVERAGE,Candidate-K direct matrix plus current-catalog capability map,7 direct matrix paths; 44 current portfolio identities lack canonical number aggregation; 82 are historical-only,"Candidate-K is not native ticket count, configuration count or internal rank.",REQUIRES_BOUNDED_DERIVATION
H11,Pair/triple interaction residual after marginal number scores,internal_rank,OPTIONAL,AVAILABLE_PROXY_ONLY,A CURRENT_PORTFOLIO_VOTE_PROXY and C TRAILING_WINDOW_FREQUENCY_PROXY,Proxy layers only; no canonical internal rank for the 133,A/C proxies must not be relabeled as strategy-internal ranking.,NON_BLOCKING
H11,Pair/triple interaction residual after marginal number scores,number_level_score,REQUIRED,PARTIAL_COVERAGE,Seven direct Candidate-K paths or separately specified causal exposure reconstruction,Direct for 7; reconstruction needed elsewhere; 44 current portfolios have no canonical aggregation contract,Ticket position or exposure frequency is not automatically a number-level score.,REQUIRES_BOUNDED_DERIVATION
H11,Pair/triple interaction residual after marginal number scores,probability_output,NOT_REQUIRED,UNAVAILABLE,No canonical calibrated probability-output authority was recovered,0/133 canonical calibrated probability vectors,"Scores, ranks and ticket inclusion frequencies are not calibrated probabilities.",NON_BLOCKING
H11,Pair/triple interaction residual after marginal number scores,portfolio_overlap,NOT_REQUIRED,AVAILABLE_DERIVABLE,Preserved native tickets plus exact portfolio-geometry authority,133/133 where tickets exist; derive strictly before target outcome,Geometry can remove a structural handicap but is not predictive evidence by itself.,NON_BLOCKING
H11,Pair/triple interaction residual after marginal number scores,runtime_executable,OPTIONAL,UNAVAILABLE,The hypothesis-specific model/output does not exist,New model producer required,Historical source replay does not prove a forward runtime path.,NON_BLOCKING
H11,Pair/triple interaction residual after marginal number scores,forward_adapter,OPTIONAL,UNAVAILABLE,No hypothesis-specific forward adapter exists,New model output and adapter required,Do not infer adapter readiness from historical replay.,NON_BLOCKING
H11,Pair/triple interaction residual after marginal number scores,regime_descriptors,NOT_REQUIRED,PARTIAL_COVERAGE,Official causal regime analysis with four frozen axes,20 causal candidates across fixed axes/bands; not a per-133 complete join,Exploratory regime cells are multiplicity-exposed and not deployment proof.,NON_BLOCKING
H11,Pair/triple interaction residual after marginal number scores,pair_structure,REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,READY
H11,Pair/triple interaction residual after marginal number scores,triplet_structure,REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,READY
H11,Pair/triple interaction residual after marginal number scores,temporal_transitions,NOT_REQUIRED,AVAILABLE_DERIVABLE,Strictly ordered draw history and FULL/750/300/50 windows,Causal expanding-window derivation available,Retrospective breakpoint or state placement would leak future information.,NON_BLOCKING
H11,Pair/triple interaction residual after marginal number scores,actual_main_numbers,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H11,Pair/triple interaction residual after marginal number scores,actual_special_number,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H11,Pair/triple interaction residual after marginal number scores,eligible_draws,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H13,Temporal graph change rather than static graph score,strategy_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H13,Temporal graph change rather than static graph score,family,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H13,Temporal graph change rather than static graph score,draw_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H13,Temporal graph change rather than static graph score,target_cutoff,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H13,Temporal graph change rather than static graph score,native_tickets,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H13,Temporal graph change rather than static graph score,native_ticket_count,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H13,Temporal graph change rather than static graph score,hit_depth,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H13,Temporal graph change rather than static graph score,special_hit,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H13,Temporal graph change rather than static graph score,exact_baseline,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H13,Temporal graph change rather than static graph score,historical_delta,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H13,Temporal graph change rather than static graph score,window_metrics,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H13,Temporal graph change rather than static graph score,candidate_k,NOT_REQUIRED,PARTIAL_COVERAGE,Candidate-K direct matrix plus current-catalog capability map,7 direct matrix paths; 44 current portfolio identities lack canonical number aggregation; 82 are historical-only,"Candidate-K is not native ticket count, configuration count or internal rank.",NON_BLOCKING
H13,Temporal graph change rather than static graph score,internal_rank,NOT_REQUIRED,AVAILABLE_PROXY_ONLY,A CURRENT_PORTFOLIO_VOTE_PROXY and C TRAILING_WINDOW_FREQUENCY_PROXY,Proxy layers only; no canonical internal rank for the 133,A/C proxies must not be relabeled as strategy-internal ranking.,NON_BLOCKING
H13,Temporal graph change rather than static graph score,number_level_score,NOT_REQUIRED,PARTIAL_COVERAGE,Seven direct Candidate-K paths or separately specified causal exposure reconstruction,Direct for 7; reconstruction needed elsewhere; 44 current portfolios have no canonical aggregation contract,Ticket position or exposure frequency is not automatically a number-level score.,NON_BLOCKING
H13,Temporal graph change rather than static graph score,probability_output,NOT_REQUIRED,UNAVAILABLE,No canonical calibrated probability-output authority was recovered,0/133 canonical calibrated probability vectors,"Scores, ranks and ticket inclusion frequencies are not calibrated probabilities.",NON_BLOCKING
H13,Temporal graph change rather than static graph score,portfolio_overlap,OPTIONAL,AVAILABLE_DERIVABLE,Preserved native tickets plus exact portfolio-geometry authority,133/133 where tickets exist; derive strictly before target outcome,Geometry can remove a structural handicap but is not predictive evidence by itself.,NON_BLOCKING
H13,Temporal graph change rather than static graph score,runtime_executable,OPTIONAL,PARTIAL_COVERAGE,Current executable overlap map,51/133 historical identities; exact per-family join remains unknown,Population-level 51/82 split cannot certify a specific adapter.,NON_BLOCKING
H13,Temporal graph change rather than static graph score,forward_adapter,OPTIONAL,PARTIAL_COVERAGE,Current 51-identity executable overlap,Small overlay/adapter required and exact producer join must be verified,Do not use unavailable Cohort V1 candidates as if executable.,NON_BLOCKING
H13,Temporal graph change rather than static graph score,regime_descriptors,NOT_REQUIRED,PARTIAL_COVERAGE,Official causal regime analysis with four frozen axes,20 causal candidates across fixed axes/bands; not a per-133 complete join,Exploratory regime cells are multiplicity-exposed and not deployment proof.,NON_BLOCKING
H13,Temporal graph change rather than static graph score,pair_structure,REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,READY
H13,Temporal graph change rather than static graph score,triplet_structure,REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,READY
H13,Temporal graph change rather than static graph score,temporal_transitions,REQUIRED,AVAILABLE_DERIVABLE,Strictly ordered draw history and FULL/750/300/50 windows,Causal expanding-window derivation available,Retrospective breakpoint or state placement would leak future information.,REQUIRES_BOUNDED_DERIVATION
H13,Temporal graph change rather than static graph score,actual_main_numbers,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H13,Temporal graph change rather than static graph score,actual_special_number,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H13,Temporal graph change rather than static graph score,eligible_draws,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,strategy_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,family,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,draw_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,target_cutoff,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,native_tickets,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,native_ticket_count,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,hit_depth,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,special_hit,OPTIONAL,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,exact_baseline,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,historical_delta,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,window_metrics,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,candidate_k,REQUIRED,PARTIAL_COVERAGE,Candidate-K direct matrix plus current-catalog capability map,7 direct matrix paths; 44 current portfolio identities lack canonical number aggregation; 82 are historical-only,"Candidate-K is not native ticket count, configuration count or internal rank.",REQUIRES_BOUNDED_DERIVATION
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,internal_rank,NOT_REQUIRED,AVAILABLE_PROXY_ONLY,A CURRENT_PORTFOLIO_VOTE_PROXY and C TRAILING_WINDOW_FREQUENCY_PROXY,Proxy layers only; no canonical internal rank for the 133,A/C proxies must not be relabeled as strategy-internal ranking.,NON_BLOCKING
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,number_level_score,NOT_REQUIRED,PARTIAL_COVERAGE,Seven direct Candidate-K paths or separately specified causal exposure reconstruction,Direct for 7; reconstruction needed elsewhere; 44 current portfolios have no canonical aggregation contract,Ticket position or exposure frequency is not automatically a number-level score.,NON_BLOCKING
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,probability_output,NOT_REQUIRED,UNAVAILABLE,No canonical calibrated probability-output authority was recovered,0/133 canonical calibrated probability vectors,"Scores, ranks and ticket inclusion frequencies are not calibrated probabilities.",NON_BLOCKING
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,portfolio_overlap,REQUIRED,AVAILABLE_DERIVABLE,Preserved native tickets plus exact portfolio-geometry authority,133/133 where tickets exist; derive strictly before target outcome,Geometry can remove a structural handicap but is not predictive evidence by itself.,REQUIRES_BOUNDED_DERIVATION
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,runtime_executable,OPTIONAL,PARTIAL_COVERAGE,Current executable overlap map,51/133 historical identities; exact per-family join remains unknown,Population-level 51/82 split cannot certify a specific adapter.,NON_BLOCKING
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,forward_adapter,OPTIONAL,PARTIAL_COVERAGE,Current 51-identity executable overlap,Small overlay/adapter required and exact producer join must be verified,Do not use unavailable Cohort V1 candidates as if executable.,NON_BLOCKING
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,regime_descriptors,NOT_REQUIRED,PARTIAL_COVERAGE,Official causal regime analysis with four frozen axes,20 causal candidates across fixed axes/bands; not a per-133 complete join,Exploratory regime cells are multiplicity-exposed and not deployment proof.,NON_BLOCKING
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,pair_structure,REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,READY
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,triplet_structure,REQUIRED,AVAILABLE_AUTHORITATIVE,Combination Projection R1 and causal pair/triple histories,"392,084 historical combinations at the sealed boundary",A/C projection scores are proxies; residual interaction must be learned only out of fold.,READY
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,temporal_transitions,NOT_REQUIRED,AVAILABLE_DERIVABLE,Strictly ordered draw history and FULL/750/300/50 windows,Causal expanding-window derivation available,Retrospective breakpoint or state placement would leak future information.,NON_BLOCKING
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,actual_main_numbers,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,actual_special_number,NOT_REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,NON_BLOCKING
H15,Multi-objective hit-depth / coverage / overlap / payout-proxy optimizer,eligible_draws,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H16,Joint main-number/special-number conditional model,strategy_id,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
H16,Joint main-number/special-number conditional model,family,REQUIRED,AVAILABLE_AUTHORITATIVE,Sealed Raw Foundation R2 / Hit Depth / exact-baseline authorities,133/133 identities; fixed eligible draw and ticket semantics,,READY
