hypothesis_id,hypothesis_name,required_data_field,availability,authority_or_derivation,coverage_scope,proxy_warning,track_b_action
H05,DIRECT_TICKET_LEVEL_RESIDUAL_SCORING,strategy_internal_score,UNAVAILABLE,Not retained across the 133 raw histories,0/133 common authoritative field,,"Engineer a new, versioned model output if required; historical ticket rows do not identify it."
H05,DIRECT_TICKET_LEVEL_RESIDUAL_SCORING,number_level_probabilities,NOT_REQUIRED,Not retained as calibrated model outputs; tickets cannot recover them,0/133 common calibrated-probability field,,Generate new pre-target probabilities and calibrate out of sample; never normalize arbitrary historical scores.
H05,DIRECT_TICKET_LEVEL_RESIDUAL_SCORING,portfolio_overlap,AVAILABLE_DERIVABLE,Derivable exactly from native ticket sets before target result,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H05,DIRECT_TICKET_LEVEL_RESIDUAL_SCORING,strategy_runtime_availability,UNAVAILABLE,The new hypothesis has no pinned runtime implementation; sealed historical inputs still support offline specification/test construction.,51/133,,Discovery may use sealed raw outcomes; forward work requires a separate adapter preflight.
H05,DIRECT_TICKET_LEVEL_RESIDUAL_SCORING,forward_adapter,UNAVAILABLE,No forward adapter for the new hypothesis exists at the pinned authority; engineering is a later Track B gate.,3/40 frozen candidates forward-generatable; not a 133-wide property,,"Treat forward execution as a later engineering/authorization gate, not as historical evidence."
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,strategy_id,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 identity ledger + pinned strategy catalog,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,draw_id,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 target_draw_id,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,target_cutoff,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 historical_input_cutoff plus draw_index chronology,133/133 historical identities or causally derivable per eligible draw,,"For the 2,831 recovered rows with incomparable local numeric draw IDs, enforce cutoff_date < target_draw_date or chronological index; do not compare numeric IDs."
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,native_tickets,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 predicted_main_numbers,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,native_ticket_count,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 positional ticket rows per strategy/draw,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,main_hit_count,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 verified main_hit_count,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,special_hit,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 verified special_hit,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,actual_main_numbers,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 actual_main_numbers,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,actual_special_number,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 actual_special_number,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,window,AVAILABLE_AUTHORITATIVE,Hit Depth Projection R1 FULL/LONG_750/MID_300/SHORT_50,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,eligible_draws,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 coverage + Hit Depth stable denominators,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,exact_baseline,AVAILABLE_AUTHORITATIVE,Hit Depth and combination authorities use exact native-multiplicity baselines,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,historical_delta,AVAILABLE_AUTHORITATIVE,Hit Depth/robustness/combination result cells; new objectives derivable causally,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,family,AVAILABLE_AUTHORITATIVE,Pinned 2db4da27 strategy catalog method_family,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,candidate_k,AVAILABLE_DERIVABLE,Track B may causally construct and freeze a bounded legal-ticket candidate pool; this is not historical source Candidate-K.,7/51 direct historical/current overlap; 44 portfolio aggregation undefined; 82 raw-only outside runtime overlap,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,candidate_ranking,AVAILABLE_PROXY_ONLY,"Combination A/C are portfolio/frequency proxies, not source-internal rank",Proxy authorities only; never label as STRATEGY_INTERNAL_RANKING,PROXY_ONLY_NOT_STRATEGY_INTERNAL_AUTHORITY,Use only explicitly named behavioral proxy or generate a new causal rank; never relabel proxy as internal rank.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,strategy_internal_score,NOT_REQUIRED,Not retained across the 133 raw histories,0/133 common authoritative field,,"Engineer a new, versioned model output if required; historical ticket rows do not identify it."
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,number_level_probabilities,NOT_REQUIRED,Not retained as calibrated model outputs; tickets cannot recover them,0/133 common calibrated-probability field,,Generate new pre-target probabilities and calibrate out of sample; never normalize arbitrary historical scores.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,portfolio_overlap,AVAILABLE_DERIVABLE,Derivable exactly from native ticket sets before target result,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,strategy_runtime_availability,PARTIAL_COVERAGE,51/133 historical identities currently executable; 82 raw-only,51/133,PARTIAL_MEANS_PREFLIGHT_REQUIRED,Discovery may use sealed raw outcomes; forward work requires a separate adapter preflight.
H06,DPP_SUBMODULAR_PORTFOLIO_SELECTION,forward_adapter,UNAVAILABLE,No forward adapter for the new hypothesis exists at the pinned authority; engineering is a later Track B gate.,3/40 frozen candidates forward-generatable; not a 133-wide property,,"Treat forward execution as a later engineering/authorization gate, not as historical evidence."
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,strategy_id,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 identity ledger + pinned strategy catalog,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,draw_id,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 target_draw_id,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,target_cutoff,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 historical_input_cutoff plus draw_index chronology,133/133 historical identities or causally derivable per eligible draw,,"For the 2,831 recovered rows with incomparable local numeric draw IDs, enforce cutoff_date < target_draw_date or chronological index; do not compare numeric IDs."
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,native_tickets,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 predicted_main_numbers,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,native_ticket_count,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 positional ticket rows per strategy/draw,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,main_hit_count,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 verified main_hit_count,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,special_hit,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 verified special_hit,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,actual_main_numbers,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 actual_main_numbers,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,actual_special_number,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 actual_special_number,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,window,AVAILABLE_AUTHORITATIVE,Hit Depth Projection R1 FULL/LONG_750/MID_300/SHORT_50,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,eligible_draws,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 coverage + Hit Depth stable denominators,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,exact_baseline,AVAILABLE_AUTHORITATIVE,Hit Depth and combination authorities use exact native-multiplicity baselines,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,historical_delta,AVAILABLE_AUTHORITATIVE,Hit Depth/robustness/combination result cells; new objectives derivable causally,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,family,AVAILABLE_AUTHORITATIVE,Pinned 2db4da27 strategy catalog method_family,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,candidate_k,NOT_REQUIRED,Strategy-K authority: 7 direct within 51 historical/current overlap; not 133-wide,7/51 direct historical/current overlap; 44 portfolio aggregation undefined; 82 raw-only outside runtime overlap,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,candidate_ranking,NOT_REQUIRED,"Combination A/C are portfolio/frequency proxies, not source-internal rank",Proxy authorities only; never label as STRATEGY_INTERNAL_RANKING,,Use only explicitly named behavioral proxy or generate a new causal rank; never relabel proxy as internal rank.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,strategy_internal_score,NOT_REQUIRED,Not retained across the 133 raw histories,0/133 common authoritative field,,"Engineer a new, versioned model output if required; historical ticket rows do not identify it."
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,number_level_probabilities,AVAILABLE_DERIVABLE,"Causal trailing 49-number frequency vectors are derivable, but they are features—not calibrated probabilities.",0/133 common calibrated-probability field,,Generate new pre-target probabilities and calibrate out of sample; never normalize arbitrary historical scores.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,portfolio_overlap,AVAILABLE_DERIVABLE,Derivable exactly from native ticket sets before target result,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,strategy_runtime_availability,UNAVAILABLE,The new hypothesis has no pinned runtime implementation; sealed historical inputs still support offline specification/test construction.,51/133,,Discovery may use sealed raw outcomes; forward work requires a separate adapter preflight.
H07,CHANGE_POINT_TRIGGERED_ALLOCATION,forward_adapter,UNAVAILABLE,No forward adapter for the new hypothesis exists at the pinned authority; engineering is a later Track B gate.,3/40 frozen candidates forward-generatable; not a 133-wide property,,"Treat forward execution as a later engineering/authorization gate, not as historical evidence."
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,strategy_id,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 identity ledger + pinned strategy catalog,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,draw_id,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 target_draw_id,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,target_cutoff,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 historical_input_cutoff plus draw_index chronology,133/133 historical identities or causally derivable per eligible draw,,"For the 2,831 recovered rows with incomparable local numeric draw IDs, enforce cutoff_date < target_draw_date or chronological index; do not compare numeric IDs."
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,native_tickets,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 predicted_main_numbers,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,native_ticket_count,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 positional ticket rows per strategy/draw,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,main_hit_count,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 verified main_hit_count,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,special_hit,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 verified special_hit,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,actual_main_numbers,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 actual_main_numbers,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,actual_special_number,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 actual_special_number,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,window,AVAILABLE_AUTHORITATIVE,Hit Depth Projection R1 FULL/LONG_750/MID_300/SHORT_50,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,eligible_draws,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 coverage + Hit Depth stable denominators,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,exact_baseline,AVAILABLE_AUTHORITATIVE,Hit Depth and combination authorities use exact native-multiplicity baselines,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,historical_delta,AVAILABLE_AUTHORITATIVE,Hit Depth/robustness/combination result cells; new objectives derivable causally,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,family,AVAILABLE_AUTHORITATIVE,Pinned 2db4da27 strategy catalog method_family,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,candidate_k,NOT_REQUIRED,Strategy-K authority: 7 direct within 51 historical/current overlap; not 133-wide,7/51 direct historical/current overlap; 44 portfolio aggregation undefined; 82 raw-only outside runtime overlap,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,candidate_ranking,NOT_REQUIRED,"Combination A/C are portfolio/frequency proxies, not source-internal rank",Proxy authorities only; never label as STRATEGY_INTERNAL_RANKING,,Use only explicitly named behavioral proxy or generate a new causal rank; never relabel proxy as internal rank.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,strategy_internal_score,NOT_REQUIRED,Not retained across the 133 raw histories,0/133 common authoritative field,,"Engineer a new, versioned model output if required; historical ticket rows do not identify it."
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,number_level_probabilities,NOT_REQUIRED,Not retained as calibrated model outputs; tickets cannot recover them,0/133 common calibrated-probability field,,Generate new pre-target probabilities and calibrate out of sample; never normalize arbitrary historical scores.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,portfolio_overlap,AVAILABLE_DERIVABLE,Derivable exactly from native ticket sets before target result,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,strategy_runtime_availability,UNAVAILABLE,The new hypothesis has no pinned runtime implementation; sealed historical inputs still support offline specification/test construction.,51/133,,Discovery may use sealed raw outcomes; forward work requires a separate adapter preflight.
H08,TEMPORAL_HYPERGRAPH_MOTIF_RESIDUALS,forward_adapter,UNAVAILABLE,No forward adapter for the new hypothesis exists at the pinned authority; engineering is a later Track B gate.,3/40 frozen candidates forward-generatable; not a 133-wide property,,"Treat forward execution as a later engineering/authorization gate, not as historical evidence."
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,strategy_id,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 identity ledger + pinned strategy catalog,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,draw_id,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 target_draw_id,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,target_cutoff,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 historical_input_cutoff plus draw_index chronology,133/133 historical identities or causally derivable per eligible draw,,"For the 2,831 recovered rows with incomparable local numeric draw IDs, enforce cutoff_date < target_draw_date or chronological index; do not compare numeric IDs."
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,native_tickets,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 predicted_main_numbers,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,native_ticket_count,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 positional ticket rows per strategy/draw,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,main_hit_count,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 verified main_hit_count,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,special_hit,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 verified special_hit,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,actual_main_numbers,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 actual_main_numbers,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,actual_special_number,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 actual_special_number,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,window,AVAILABLE_AUTHORITATIVE,Hit Depth Projection R1 FULL/LONG_750/MID_300/SHORT_50,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,eligible_draws,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 coverage + Hit Depth stable denominators,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,exact_baseline,AVAILABLE_AUTHORITATIVE,Hit Depth and combination authorities use exact native-multiplicity baselines,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,historical_delta,AVAILABLE_AUTHORITATIVE,Hit Depth/robustness/combination result cells; new objectives derivable causally,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,family,AVAILABLE_AUTHORITATIVE,Pinned 2db4da27 strategy catalog method_family,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,candidate_k,PARTIAL_COVERAGE,Strategy-K authority: 7 direct within 51 historical/current overlap; not 133-wide,7/51 direct historical/current overlap; 44 portfolio aggregation undefined; 82 raw-only outside runtime overlap,PARTIAL_MEANS_PREFLIGHT_REQUIRED,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,candidate_ranking,PARTIAL_COVERAGE,"Combination A/C are portfolio/frequency proxies, not source-internal rank",Proxy authorities only; never label as STRATEGY_INTERNAL_RANKING,PARTIAL_MEANS_PREFLIGHT_REQUIRED,Use only explicitly named behavioral proxy or generate a new causal rank; never relabel proxy as internal rank.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,strategy_internal_score,PARTIAL_COVERAGE,"A chosen frozen positive selector may expose a causal score, but no common 133-wide score authority exists.",0/133 common authoritative field,PARTIAL_MEANS_PREFLIGHT_REQUIRED,"Engineer a new, versioned model output if required; historical ticket rows do not identify it."
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,number_level_probabilities,NOT_REQUIRED,Not retained as calibrated model outputs; tickets cannot recover them,0/133 common calibrated-probability field,,Generate new pre-target probabilities and calibrate out of sample; never normalize arbitrary historical scores.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,portfolio_overlap,AVAILABLE_DERIVABLE,Derivable exactly from native ticket sets before target result,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,strategy_runtime_availability,PARTIAL_COVERAGE,51/133 historical identities currently executable; 82 raw-only,51/133,PARTIAL_MEANS_PREFLIGHT_REQUIRED,Discovery may use sealed raw outcomes; forward work requires a separate adapter preflight.
H09,CONDITIONAL_NEGATIVE_INFORMATION_SUPPRESSION,forward_adapter,UNAVAILABLE,No forward adapter for the new hypothesis exists at the pinned authority; engineering is a later Track B gate.,3/40 frozen candidates forward-generatable; not a 133-wide property,,"Treat forward execution as a later engineering/authorization gate, not as historical evidence."
H10,DYNAMIC_BAYESIAN_STATE_SPACE_MODELING,strategy_id,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 identity ledger + pinned strategy catalog,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H10,DYNAMIC_BAYESIAN_STATE_SPACE_MODELING,draw_id,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 target_draw_id,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H10,DYNAMIC_BAYESIAN_STATE_SPACE_MODELING,target_cutoff,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 historical_input_cutoff plus draw_index chronology,133/133 historical identities or causally derivable per eligible draw,,"For the 2,831 recovered rows with incomparable local numeric draw IDs, enforce cutoff_date < target_draw_date or chronological index; do not compare numeric IDs."
H10,DYNAMIC_BAYESIAN_STATE_SPACE_MODELING,native_tickets,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 predicted_main_numbers,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H10,DYNAMIC_BAYESIAN_STATE_SPACE_MODELING,native_ticket_count,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 positional ticket rows per strategy/draw,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H10,DYNAMIC_BAYESIAN_STATE_SPACE_MODELING,main_hit_count,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 verified main_hit_count,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H10,DYNAMIC_BAYESIAN_STATE_SPACE_MODELING,special_hit,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 verified special_hit,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H10,DYNAMIC_BAYESIAN_STATE_SPACE_MODELING,actual_main_numbers,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 actual_main_numbers,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H10,DYNAMIC_BAYESIAN_STATE_SPACE_MODELING,actual_special_number,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 actual_special_number,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H10,DYNAMIC_BAYESIAN_STATE_SPACE_MODELING,window,AVAILABLE_AUTHORITATIVE,Hit Depth Projection R1 FULL/LONG_750/MID_300/SHORT_50,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H10,DYNAMIC_BAYESIAN_STATE_SPACE_MODELING,eligible_draws,AVAILABLE_AUTHORITATIVE,Raw Foundation R2 coverage + Hit Depth stable denominators,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
H10,DYNAMIC_BAYESIAN_STATE_SPACE_MODELING,exact_baseline,AVAILABLE_AUTHORITATIVE,Hit Depth and combination authorities use exact native-multiplicity baselines,133/133 historical identities or causally derivable per eligible draw,,Reuse sealed authority read-only; calculate only with strict pre-target cutoff.
