canonical_hypothesis_id,canonical_title,top10_program_id,top10_program_title,priority_tags,capability_id,capability_name,requirement,requirement_rationale,current_status,authority,source_path_or_artifact,coverage_count,semantic_limitation,gap_effect,historical_research_readiness,prospective_forward_readiness,discovery_readiness_0_5,forward_readiness_0_5,forward_enablement_cost_0_5,shared_capability_reuse_0_5,estimated_implementation_scope,current_available_path,gap,minimum_forward_enablement
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C22,NEGATIVE_INFORMATION_SCORE,NOT_REQUIRED,Not required for this hypothesis contract.,AVAILABLE_PARTIAL,git:2db4da27aee716805c393eb9c7dd41aff8e9527e,src/lottolab/strategies/catalog.py@2db4da27aee716805c393eb9c7dd41aff8e9527e;blob=099f2a8c9ccbacc8306b2397c560bef413b24217;/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_TOP10_TRACK_B_EXPERIMENT_SPECS_R1.md,negative-selection implementations exist; 0/51 canonical negative-score outputs,"A negative ticket producer is not a typed, causal suppression score.",NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C23,UNCERTAINTY_OUTPUT,NOT_REQUIRED,Not required for this hypothesis contract.,MISSING_LARGE,verified Track D gap evidence,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_REMAINING18_DEEP_AUDIT_R1.md,0/51 typed uncertainty outputs,"Dispersion, epistemic, aleatoric, interval, and entropy uncertainty must be distinguished.",NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C24,ENSEMBLE_DISPERSION_OUTPUT,NOT_REQUIRED,Not required for this hypothesis contract.,MISSING_LARGE,verified Track D gap evidence,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_REMAINING18_DEEP_AUDIT_R1.md,0/51 comparable frozen-member dispersion outputs,Ticket disagreement is not calibrated model dispersion.,NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C25,BAYESIAN_LATENT_STATE,NOT_REQUIRED,Not required for this hypothesis contract.,MISSING_LARGE,verified Top10 experiment specification,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_TOP10_TRACK_B_EXPERIMENT_SPECS_R1.md,0 canonical filtered Bayesian latent-state outputs,A method named Bayesian does not provide parity with a typed filtered posterior.,NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C26,HMM_STATE,NOT_REQUIRED,Not required for this hypothesis contract.,MISSING_LARGE,verified Track D gap evidence,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_REMAINING18_DEEP_AUDIT_R1.md,0 canonical filtered HMM state outputs,Filtered pre-target state is required; full-sequence smoothed state is forbidden.,NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C27,SPECIAL_NUMBER_CONDITIONAL_OUTPUT,NOT_REQUIRED,Not required for this hypothesis contract.,MISSING_LARGE,git:2db4da27aee716805c393eb9c7dd41aff8e9527e,src/lottolab/strategies/adapters/base.py@2db4da27aee716805c393eb9c7dd41aff8e9527e;blob=a4e5571491c7358d8624acb8fe53f99c3bba9611;/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_RESEARCH_SURFACE_R1.md,0/51; base contract always returns special_number=None,A special hit inside a generic candidate set is not a special-number forecast.,NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C28,MAIN_SPECIAL_JOINT_OUTPUT,NOT_REQUIRED,Not required for this hypothesis contract.,MISSING_LARGE,git:2db4da27aee716805c393eb9c7dd41aff8e9527e,src/lottolab/strategies/adapters/base.py@2db4da27aee716805c393eb9c7dd41aff8e9527e;blob=a4e5571491c7358d8624acb8fe53f99c3bba9611;/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_RESEARCH_SURFACE_R1.md,0/51; no legal joint predictive contract,Main-only ticket output cannot be promoted to a joint main/special distribution.,NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C29,DETERMINISTIC_SEED_CONTROL,REQUIRED,Required by the minimum forward-enablement architecture.,AVAILABLE_CANONICAL,git:2db4da27aee716805c393eb9c7dd41aff8e9527e,src/lottolab/strategies/catalog.py@2db4da27aee716805c393eb9c7dd41aff8e9527e;blob=099f2a8c9ccbacc8306b2397c560bef413b24217;pinned biglotto adapter modules,51/51 reproducible from causal input/code if execution succeeds,"Seed metadata is implementation/provenance, not present in the public execution output; some adapters synthesize next-target identity.",AVAILABLE_OR_DERIVABLE,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C30,CAUSAL_FEATURE_CUTOFF,REQUIRED,Required by the minimum forward-enablement architecture.,AVAILABLE_PARTIAL,pinned base contract and sealed R4 observer,src/lottolab/strategies/adapters/base.py@2db4da27aee716805c393eb9c7dd41aff8e9527e;blob=a4e5571491c7358d8624acb8fe53f99c3bba9611;/Users/kelvin/VibeCoding-WorkSpace/.task-data/B649_COMBINATION_PROSPECTIVE_FORWARD_OBSERVER_R4/observer_contract.json,51/51 accept CausalDrawRow history; target exclusion/chronology is caller-owned,Base validation does not carry a target identity or prove monotone chronology; observer must enforce strict prior history.,BLOCKING_OR_ENABLEMENT_GAP,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C31,FORWARD_OBSERVER_INPUT_CONTRACT,REQUIRED,Required by the minimum forward-enablement architecture.,RUNTIME_PATH_EXISTS_BUT_NOT_CANONICAL,sealed R4 observer,/Users/kelvin/VibeCoding-WorkSpace/.task-data/B649_COMBINATION_PROSPECTIVE_FORWARD_OBSERVER_R4/observer_contract.json,0/51 generic; R4 authorizes only 4 producer members in 3/40 frozen candidates,R4 is combination-specific and cannot be reused as generic Cohort V2 authority.,BLOCKING_OR_ENABLEMENT_GAP,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C32,COHORT_MEMBER_EXECUTABILITY,REQUIRED,Required by the minimum forward-enablement architecture.,AVAILABLE_PARTIAL,pinned catalog and sealed authorities,src/lottolab/strategies/catalog.py@2db4da27aee716805c393eb9c7dd41aff8e9527e;blob=099f2a8c9ccbacc8306b2397c560bef413b24217;/Users/kelvin/VibeCoding-WorkSpace/.task-data/B649_STRATEGY_K_HISTORICAL_MATRIX_AUTHORITY_R1/strategy_universe.json;/Users/kelvin/VibeCoding-WorkSpace/.task-data/B649_COMBINATION_PROSPECTIVE_FORWARD_OBSERVER_R4/observer_contract.json,51/51 catalog-loadable; 50/51 potentially usable at normal history; per-target closures remain,"Executable means loadable path, not total successful producer or observer compatibility.",BLOCKING_OR_ENABLEMENT_GAP,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C33,SHARED_ROLLING_STATE_ENGINE,NOT_REQUIRED,Not required for this hypothesis contract.,AVAILABLE_PARTIAL,sealed EWMA precedent and verified gap map,/Users/kelvin/VibeCoding-WorkSpace/.task-data/B649_EWMA_PROSPECTIVE_SHADOW_PROTOCOL_R4/prospective_protocol.json;/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_RESEARCH_SURFACE_R1.md,exact EWMA-specific state exists; no generic shared engine,Shared computation must preserve separate hypothesis/version semantics.,NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C34,SHARED_STRATEGY_RESIDUAL_ENGINE,NOT_REQUIRED,Not required for this hypothesis contract.,MISSING_MEDIUM,verified Track D specifications,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_TOP10_TRACK_B_EXPERIMENT_SPECS_R1.md;/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_REMAINING18_DEEP_AUDIT_R1.md,0 generic forward residual ledgers,"Must freeze outcome, baseline, eligible strategy set, lag, and unavailable semantics.",NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C35,SHARED_MULTI_WINDOW_FEATURE_ENGINE,NOT_REQUIRED,Not required for this hypothesis contract.,AVAILABLE_PARTIAL,verified Top10 spec and sealed window evidence,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_TOP10_TRACK_B_EXPERIMENT_SPECS_R1.md;/Users/kelvin/VibeCoding-WorkSpace/.task-data/B649_STRATEGY_K_HISTORICAL_MATRIX_AUTHORITY_R1/strategy_k_summary.csv,historical windows exist; no generic live versioned feature producer,"Window levels, derivatives, and disagreement require frozen formulas and minimum history.",NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C36,SHARED_GRAPH_FEATURE_ENGINE,NOT_REQUIRED,Not required for this hypothesis contract.,AVAILABLE_PARTIAL,git:2db4da27aee716805c393eb9c7dd41aff8e9527e,src/lottolab/strategies/catalog.py@2db4da27aee716805c393eb9c7dd41aff8e9527e;blob=099f2a8c9ccbacc8306b2397c560bef413b24217;/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_TOP10_TRACK_B_EXPERIMENT_SPECS_R1.md;/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_REMAINING18_DEEP_AUDIT_R1.md,method-local graph calculations exist; no shared graph/hypergraph schema,"Reusing computation must not merge graph, temporal graph, and hypergraph hypotheses.",NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C37,SHARED_PORTFOLIO_GEOMETRY_ENGINE,NOT_REQUIRED,Not required for this hypothesis contract.,AVAILABLE_PARTIAL,verified Track D portfolio evidence,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_RESEARCH_SURFACE_R1.md;/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_TOP10_TRACK_B_EXPERIMENT_SPECS_R1.md,historical overlap geometry and several optimizers exist; no common forward engine,Predictive-signal readiness and post-prediction operator readiness remain separate.,NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C38,SHARED_MODEL_SCORE_CONTRACT,REQUIRED,Required by the minimum forward-enablement architecture.,MISSING_MEDIUM,design derived from verified public-output gaps,src/lottolab/strategies/adapters/base.py@2db4da27aee716805c393eb9c7dd41aff8e9527e;blob=a4e5571491c7358d8624acb8fe53f99c3bba9611;/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_TOP10_TRACK_B_EXPERIMENT_SPECS_R1.md;/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_REMAINING18_DEEP_AUDIT_R1.md,0 generic typed score envelope across strategy/number/ticket outputs,Typed scores remain objective/scale specific and are never automatically probabilities.,BLOCKING_OR_ENABLEMENT_GAP,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C39,SHARED_CAUSAL_FEATURE_STORE,REQUIRED,Required by the minimum forward-enablement architecture.,AVAILABLE_HISTORICAL_ONLY,verified sealed research evidence,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_RESEARCH_SURFACE_R1.md,sealed historical features exist; no generic immutable forward feature store,Use sealed per-draw artifacts first; this task does not justify a production DB migration.,BLOCKING_OR_ENABLEMENT_GAP,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C40,SHARED_FORWARD_OBSERVER_ADAPTER,REQUIRED,Required by the minimum forward-enablement architecture.,RUNTIME_PATH_EXISTS_BUT_NOT_CANONICAL,sealed R4 observer precedent,/Users/kelvin/VibeCoding-WorkSpace/.task-data/B649_COMBINATION_PROSPECTIVE_FORWARD_OBSERVER_R4/observer_contract.json,R4 two-phase precedent exists; 0 generic Cohort V2 adapters,Observer can consume outputs but cannot manufacture a missing producer contract.,BLOCKING_OR_ENABLEMENT_GAP,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C41,BOUNDED_CAUSAL_CANDIDATE_TICKET_POOL,NOT_REQUIRED,Not required for this hypothesis contract.,AVAILABLE_PARTIAL,verified Top10 experiment specification,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_TOP10_TRACK_B_EXPERIMENT_SPECS_R1.md,successful strategy outputs can form pools; no universal frozen pool/identity contract,"Pool, budget, ordering, deduplication, scores, and cutoff must be predeclared.",NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C42,DETERMINISTIC_OOF_TRAINING_REPLAY_PIPELINE,REQUIRED,Required by the minimum forward-enablement architecture.,MISSING_LARGE,verified Track D specifications,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_TOP10_TRACK_B_EXPERIMENT_SPECS_R1.md;/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_REMAINING18_DEEP_AUDIT_R1.md,0 generic model training/OOF replay runtime,"Needed for learned outputs; exact fold, RNG, artifact, calibration, and leakage semantics must be sealed.",BLOCKING_OR_ENABLEMENT_GAP,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C43,LEGAL_MAIN_SPECIAL_TICKET_CONSTRUCTOR,NOT_REQUIRED,Not required for this hypothesis contract.,MISSING_LARGE,pinned base contract and verified gap evidence,src/lottolab/strategies/adapters/base.py@2db4da27aee716805c393eb9c7dd41aff8e9527e;blob=a4e5571491c7358d8624acb8fe53f99c3bba9611;/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_REMAINING18_DEEP_AUDIT_R1.md,0/51; current base contract is main-only,"Requires a new legal representation, output schema, scoring, and observer path.",NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H07,Calibrated per-number probability model,H04,CALIBRATED_PER_NUMBER_PROBABILITIES,,C44,CONDITIONAL_NULL_REPLAY_ENGINE,NOT_REQUIRED,Not required for this hypothesis contract.,AVAILABLE_HISTORICAL_ONLY,verified sealed inferential evidence,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_RESEARCH_SURFACE_R1.md;/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_REMAINING18_DEEP_AUDIT_R1.md,exact nulls exist; no generic nested adaptive-selection replay engine,"This is evaluation infrastructure, not a standalone forward producer.",NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,4,1,4,5,XL,Seven direct Candidate-K paths and sealed draw outcomes offer partial historical starting data.,"No calibrated probability output, calibration artifact, replay pipeline, or forward adapter.",Typed dense 49-vector P(appear) contract; nested temporal calibration/replay; proper scoring; legal constructor and adapter.
H08,Per-number ranking-loss model,,,SECOND_WAVE,C01,NATIVE_TICKET_FORWARD_GENERATION,REQUIRED,Required by the minimum forward-enablement architecture.,AVAILABLE_CANONICAL,git:2db4da27aee716805c393eb9c7dd41aff8e9527e,src/lottolab/strategies/catalog.py@2db4da27aee716805c393eb9c7dd41aff8e9527e;blob=099f2a8c9ccbacc8306b2397c560bef413b24217;src/lottolab/strategies/adapters/base.py@2db4da27aee716805c393eb9c7dd41aff8e9527e;blob=a4e5571491c7358d8624acb8fe53f99c3bba9611,51/51 loadable current catalog paths; successful output not guaranteed for every target,Public output is main-number ticket(s) only. quick_ml is normally unusable and multiple portfolios retain source-faithful closure surfaces.,AVAILABLE_OR_DERIVABLE,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,3,1,4,4,L,Seven direct number-exposure paths or a separately frozen reconstruction can support bounded discovery.,"No canonical new-model ranking vector, training replay, or adapter.",Deterministic dense 49-number score/rank vector with declared semantics; fixed constructor and replay.
H08,Per-number ranking-loss model,,,SECOND_WAVE,C02,STRATEGY_LEVEL_SCORE_OUTPUT,NOT_REQUIRED,Not required for this hypothesis contract.,AVAILABLE_HISTORICAL_ONLY,verified Track D sealed evidence,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_RESEARCH_SURFACE_R1.md,51/51 have historical outcome metrics; 0/51 expose a canonical runtime strategy score,Trailing outcome-derived performance is not a producer-native comparable score.,NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,3,1,4,4,L,Seven direct number-exposure paths or a separately frozen reconstruction can support bounded discovery.,"No canonical new-model ranking vector, training replay, or adapter.",Deterministic dense 49-number score/rank vector with declared semantics; fixed constructor and replay.
H08,Per-number ranking-loss model,,,SECOND_WAVE,C03,NUMBER_LEVEL_SCORE_OUTPUT,REQUIRED,Required by the minimum forward-enablement architecture.,AVAILABLE_PROXY_ONLY,sealed Candidate-K authority,/Users/kelvin/VibeCoding-WorkSpace/.task-data/B649_STRATEGY_K_HISTORICAL_MATRIX_AUTHORITY_R1/strategy_universe.json,7/51 direct historical Candidate-K ordered paths; 0/51 canonical runtime score vectors,Candidate order/exposure is not a typed score; 44 portfolios lack canonical number aggregation.,BLOCKING_OR_ENABLEMENT_GAP,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,3,1,4,4,L,Seven direct number-exposure paths or a separately frozen reconstruction can support bounded discovery.,"No canonical new-model ranking vector, training replay, or adapter.",Deterministic dense 49-number score/rank vector with declared semantics; fixed constructor and replay.
H08,Per-number ranking-loss model,,,SECOND_WAVE,C04,CALIBRATED_NUMBER_PROBABILITY_OUTPUT,NOT_REQUIRED,Not required for this hypothesis contract.,MISSING_LARGE,verified Track D gap evidence,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_RESEARCH_SURFACE_R1.md,0/51 canonical calibrated probability vectors,"Scores, ranks, ticket inclusion, and exposure frequency cannot be relabeled as probability.",NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,3,1,4,4,L,Seven direct number-exposure paths or a separately frozen reconstruction can support bounded discovery.,"No canonical new-model ranking vector, training replay, or adapter.",Deterministic dense 49-number score/rank vector with declared semantics; fixed constructor and replay.
H08,Per-number ranking-loss model,,,SECOND_WAVE,C05,TICKET_LEVEL_SCORE_OUTPUT,NOT_REQUIRED,Not required for this hypothesis contract.,AVAILABLE_PROXY_ONLY,verified Track D and sealed combination evidence,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_RESEARCH_SURFACE_R1.md,historical A/C and portfolio utility proxies only; 0/51 canonical runtime ticket scores,Proxy ranking/utility is objective-specific and not calibrated probability or comparable model score.,NO_EFFECT,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,3,1,4,4,L,Seven direct number-exposure paths or a separately frozen reconstruction can support bounded discovery.,"No canonical new-model ranking vector, training replay, or adapter.",Deterministic dense 49-number score/rank vector with declared semantics; fixed constructor and replay.
H08,Per-number ranking-loss model,,,SECOND_WAVE,C06,STRATEGY_INTERNAL_RANK_OUTPUT,PROXY_FORBIDDEN,A proxy substitution would change or contaminate the hypothesis semantics.,AVAILABLE_PROXY_ONLY,verified Track D and sealed R4 evidence,/Users/kelvin/VibeCoding-WorkSpace/B649_TRACK_D_RESEARCH_SURFACE_R1.md;/Users/kelvin/VibeCoding-WorkSpace/.task-data/B649_COMBINATION_PROSPECTIVE_FORWARD_OBSERVER_R4/observer_contract.json,0/51 canonical internal rank; A/C and R4 exposure orders are proxies,Ticket order and exposure order must never be inferred as strategy-internal rank.,FORBIDDEN_SUBSTITUTION,PARTIAL_HISTORICAL_INPUT_PATH,REQUIRES_NEW_MODEL_OUTPUT,3,1,4,4,L,Seven direct number-exposure paths or a separately frozen reconstruction can support bounded discovery.,"No canonical new-model ranking vector, training replay, or adapter.",Deterministic dense 49-number score/rank vector with declared semantics; fixed constructor and replay.
